name,city,state,cert,id_number,end_date,
PLEASANT HILL BANK  THE,PLEASANT HILL,MO,13915,899754,2016-12-31 00:00:00
UNITED BANK AND TRUST COMPANY,SAINT PETERSBURG,FL,23052,900137,2005-06-30 00:00:00
CNB NATIONAL BANK,LAKE CITY,FL,26631,900230,2004-06-30 00:00:00
OREGON TRAIL BANK,GUERNSEY,WY,19118,900258,2017-12-31 00:00:00
ANCHOR BANK  WEST ST PAUL  NATIONAL ASSOCIATION,WEST SAINT PAUL,MN,8868,900454,2017-09-30 00:00:00
COMMUNITY BANK  INDIANOLA  MISSISSIPPI,INDIANOLA,MS,1089,901844,2004-12-31 00:00:00
HUME BANK,HUME,MO,1971,901956,2007-12-31 00:00:00
SECURITY STATE BANK  NATIONAL ASSOCIATION,ORE CITY,TX,17027,903062,2013-12-31 00:00:00
BANK OF ZUMBROTA,ZUMBROTA,MN,13654,903455,2022-09-30 00:00:00
FIRST NATIONAL BANK IN DALHART,DALHART,TX,14508,903558,2016-09-30 00:00:00
GEORGETOWN SAVINGS BANK,GEORGETOWN,MA,90202,904201,2017-03-31 00:00:00
BANK OF THE EASTERN SHORE,CAMBRIDGE,MD,26759,904425,2012-03-31 00:00:00
EAST TEXAS NATIONAL BANK OF PALESTINE  THE,PALESTINE,TX,3379,904667,2013-06-30 00:00:00
COLORADO SPRINGS NATIONAL BANK,COLORADO SPRINGS,CO,18896,904957,2008-12-31 00:00:00
SOUTH VALLEY BANK & TRUST,KLAMATH FALLS,OR,22401,906063,2012-09-30 00:00:00
FIRST NATIONAL BANK OF WYOMING,LARAMIE,WY,19266,906559,2014-09-30 00:00:00
LANDMARK COMMUNITY BANK  NATIONAL ASSOCIATION,ISANTI,MN,10161,907257,2016-09-30 00:00:00
GREAT PLAINS NATIONAL BANK,BELFIELD,ND,3898,907958,2014-03-31 00:00:00
FIRST ESSEX BANK,LAWRENCE,MA,90219,908003,2003-12-31 00:00:00
COLDWATER NATIONAL BANK,COLDWATER,KS,4645,908759,2010-09-30 00:00:00
PEOPLES STATE BANK,CHAPLIN,KY,18900,909541,2019-03-31 00:00:00
FOUNDERS NATIONAL BANK-SKILLMAN,DALLAS,TX,25834,909859,2003-03-31 00:00:00
BANK OF ILLINOIS IN NORMAL  THE,NORMAL,IL,9268,910042,2009-12-31 00:00:00
MARKED TREE BANK,MARKED TREE,AR,86,910145,2003-03-31 00:00:00
EAGLE NATIONAL BANK,UPPER DARBY,PA,26947,910314,2015-09-30 00:00:00
BANK OF HAYTI,HAYTI,MO,1627,910350,2005-09-30 00:00:00
CITIZENS STATE BANK OF KELLIHER,KELLIHER,MN,16633,910659,2010-12-31 00:00:00
LAWRENCE SAVINGS BANK,NORTH ANDOVER,MA,23288,911405,2010-09-30 00:00:00
FIRST NATIONAL BANK AT MARIANNA,MARIANNA,AR,14224,911740,2009-03-31 00:00:00
INVESTORS BANK & TRUST COMPANY,BOSTON,MA,20072,911807,2007-06-30 00:00:00
HERITAGE BANK AND TRUST,NORFOLK,VA,22411,911825,2015-12-31 00:00:00
UNITED PRAIRIE BANK - NEW ULM,NEW ULM,MN,8192,912055,2006-03-31 00:00:00
FIRST NATIONAL BANK IN MENA,MENA,AR,3883,912242,2005-03-31 00:00:00
LUSK STATE BANK,LUSK,WY,8724,912550,2023-03-31 00:00:00
HERITAGE STATE BANK,LAWRENCEVILLE,IL,29224,912578,2020-09-30 00:00:00
BANK OF OHIO COUNTY  INC.,DUNDEE,KY,9304,912943,2016-03-31 00:00:00
COMMERCESOUTH BANK,SANTA ROSA BEACH,FL,26979,913034,2008-03-31 00:00:00
PUTNAM FIDUCIARY TRUST COMPANY,BOSTON,MA,24206,913203,2009-12-31 00:00:00
LEGACY BANK OF TEXAS,PLANO,TX,18843,913267,2014-12-31 00:00:00
BUSINESS BANK  THE,VIENNA,VA,23567,913520,2013-12-31 00:00:00
HARTWICK STATE BANK,HARTWICK,IA,14015,913641,2016-12-31 00:00:00
FIFTH THIRD BANK,GRAND RAPIDS,MI,993,913940,2009-06-30 00:00:00
DUNNELLON STATE BANK,DUNNELLON,FL,16458,914237,2007-12-31 00:00:00
FIRST NATIONAL BANK OF DWIGHT,DWIGHT,IL,3658,914330,2018-03-31 00:00:00
DELTA TRUST & BANK,PARKDALE,AR,92,914349,2014-09-30 00:00:00
HULL STATE BANK,HULL,TX,11141,914956,2013-12-31 00:00:00
DOWNS NATIONAL BANK  THE,DOWNS,KS,4656,915252,2014-09-30 00:00:00
GILMORE BANK,LOS ANGELES,CA,17523,915261,2013-06-30 00:00:00
GRATIOT STATE BANK,GRATIOT,WI,8694,915645,2015-09-30 00:00:00
GRAND MARSH STATE BANK,GRAND MARSH,WI,15185,916147,2018-06-30 00:00:00
STATE BANK OF LISMORE,LISMORE,MN,8190,916259,2023-09-30 00:00:00
CITIZENS BANK,VILLE PLATTE,LA,21995,917032,2017-06-30 00:00:00
AMERICAN CITY BANK,TULLAHOMA,TN,21663,917331,2017-06-30 00:00:00
ELLIS STATE BANK,ELLIS,KS,12424,917359,2008-06-30 00:00:00
RURAL AMERICAN BANK - MONTGOMERY/LONSDALE,LONSDALE,MN,1921,917452,2004-09-30 00:00:00
PRESTON NATIONAL BANK,DALLAS,TX,26222,918459,2016-03-31 00:00:00
CENTRAL BANK,RUSSIAVILLE,IN,16545,919241,2009-09-30 00:00:00
HUDSON UNITED BANK,MAHWAH,NJ,12256,919308,2005-12-31 00:00:00
COMMUNITY STATE BANK,HOUSTON,TX,1194,919652,2008-09-30 00:00:00
CITIZENS STATE BANK  THE,OKEMAH,OK,419,919755,2019-12-31 00:00:00
STATE BANK OF CARBONDALE,CARBONDALE,KS,21174,919858,2012-06-30 00:00:00
HUMBOLDT TRUST & SAVINGS BANK,HUMBOLDT,IA,10130,919942,2010-12-31 00:00:00
CENTERVILLE STATE BANK,CENTERVILLE,KS,15067,920050,2007-06-30 00:00:00
HICKSVILLE BUILDING LOAN & SAVINGS BANK,HICKSVILLE,OH,30045,920274,2007-09-30 00:00:00
MAIN BANK  NATIONAL ASSOCIATION,DALLAS,TX,26624,920863,2003-09-30 00:00:00
FIRST STATE BANK OF FORT LAUDERDALE,FORT LAUDERDALE,FL,21793,921833,2014-03-31 00:00:00
CITIZENS NATIONAL BANK OF PARIS  THE,PARIS,IL,3721,921842,2012-03-31 00:00:00
FARMERS BANK,LINCOLN,NE,18794,922456,2010-03-31 00:00:00
RIGGS BANK NATIONAL ASSOCIATION,MCLEAN,VA,2095,922728,2005-03-31 00:00:00
FIRST NATIONAL BANK OF GAYLORD,GAYLORD,MI,22057,922942,2004-06-30 00:00:00
LANDMARK BANK  NATIONAL ASSOCIATION,DENISON,TX,3273,923556,2004-06-30 00:00:00
GREEN LAKE STATE BANK,GREEN LAKE,WI,15148,923743,2008-03-31 00:00:00
SECURITY STATE BANK,INDEPENDENCE,IA,15851,924348,2017-12-31 00:00:00
FARMERS STATE BANK OF CROSBY  NORTH DAKOTA,CROSBY,ND,14353,924656,2014-12-31 00:00:00
CENTRAL BANK,LEBANON,MO,1057,924759,2016-03-31 00:00:00
SENATOBIA BANK,SENATOBIA,MS,11423,924843,2022-09-30 00:00:00
FARMERS STATE BANK  ASTORIA,ASTORIA,IL,23324,925439,2011-03-31 00:00:00
SUN NATIONAL BANK,VINELAND,NJ,26240,925710,2017-12-31 00:00:00
COMMERCIAL BANK,WOODVILLE,MS,8554,925831,2003-09-30 00:00:00
STATE FINANCIAL BANK  NATIONAL ASSOCIATION,HALES CORNERS,WI,3753,925840,2005-09-30 00:00:00
CHETOPA STATE BANK & TRUST CO,CHETOPA,KS,13956,925859,2019-12-31 00:00:00
TEXAS STATE BANK,JOAQUIN,TX,12504,926155,2018-12-31 00:00:00
FIRST MORRIS BANK AND TRUST,MORRISTOWN,NJ,19975,926203,2007-03-31 00:00:00
STATE BANK,GRESHAM,WI,15186,926342,2019-09-30 00:00:00
FIRST MOUNTAIN BANK,BIG BEAR LAKE,CA,23544,926360,2015-12-31 00:00:00
SECURITY STATE BANK,DUNSEITH,ND,11518,927255,2011-09-30 00:00:00
STATE BANK OF AUGUSTA,AUGUSTA,IL,11696,928038,2006-09-30 00:00:00
HEIGHTS BANK  THE,PEORIA HEIGHTS,IL,20930,928645,2010-12-31 00:00:00
WELLS FARGO BANK NORTH DAKOTA  NATIONAL ASSOCIATION,FARGO,ND,3922,928850,2003-12-31 00:00:00
FREEDOM SECURITY BANK,CORALVILLE,IA,10491,929044,2013-06-30 00:00:00
STEUBEN TRUST COMPANY,HORNELL,NY,12936,929802,2020-03-31 00:00:00
STATE NATIONAL BANK,EL PASO,TX,21724,930451,2002-12-31 00:00:00
CUSTODIAL TRUST COMPANY,PRINCETON,NJ,25809,931319,2011-09-30 00:00:00
GULF BANK,MIAMI,FL,25654,931636,2003-12-31 00:00:00
CITY NATIONAL BANK,KILGORE,TX,23261,931654,2007-12-31 00:00:00
FIRST NATIONAL BANK,RANCHO SANTA FE,CA,23743,931766,2006-09-30 00:00:00
FIRST NATIONAL BANK OF SACHSE,SACHSE,TX,25016,932062,2005-12-31 00:00:00
PACIFIC BUSINESS BANK,SANTA FE SPRINGS,CA,25069,932361,2002-12-31 00:00:00
AVERY COUNTY BANK,NEWLAND,NC,13191,932820,2003-09-30 00:00:00
FIRST NATIONAL BANK OF GILMAN  THE,GILMAN,IL,3673,933135,2009-09-30 00:00:00
FARMERS BANK OF MARYLAND,ANNAPOLIS,MD,4821,933425,2003-09-30 00:00:00
REDDING BANK OF COMMERCE,REDDING,CA,24074,933863,2021-09-30 00:00:00
VECTRA BANK COLORADO  NATIONAL ASSOCIATION,FARMINGTON,NM,2993,933957,2015-09-30 00:00:00
MID STATE BANK,WATERVILLE,WA,22742,934075,2007-06-30 00:00:00
COMMERCIAL BANK  THE,DELPHOS,OH,750,934114,2004-12-31 00:00:00
COMMUNITY BANK AND TRUST  SSB,BEAUMONT,TX,15325,934253,2003-12-31 00:00:00
REYNOLDS STATE BANK,REYNOLDS,IL,10080,934646,2020-12-31 00:00:00
FIRST NATIONAL BANK OF AUDRAIN COUNTY  THE,MEXICO,MO,4551,934954,2021-09-30 00:00:00
FIRST STATE BANK OF EMMONS,EMMONS,MN,5139,935054,2003-06-30 00:00:00
MERCHANTS NATIONAL BANK OF BANGOR  THE,BANGOR,PA,7391,935111,2020-03-31 00:00:00
HARRIS BANK AURORA  NATIONAL ASSOCIATION,AURORA,IL,18401,935634,2005-03-31 00:00:00
COLORADO VALLEY BANK,LA GRANGE,TX,26424,935858,2012-06-30 00:00:00
FIRSTBANK OF ARVADA,ARVADA,CO,22794,936556,2010-09-30 00:00:00
HARRIS BANK BARRINGTON  NATIONAL ASSOCIATION,BARRINGTON,IL,3604,938233,2005-03-31 00:00:00
IRWIN BANK & TRUST CO.,IRWIN,PA,8423,938523,2008-03-31 00:00:00
INDEPENDENT BANK WEST MICHIGAN,ROCKFORD,MI,22094,938644,2007-06-30 00:00:00
FIRST UNITED BANK,ENGLEWOOD,CO,24312,938653,2007-06-30 00:00:00
AMCORE BANK  NATIONAL ASSOCIATION,ROCKFORD,IL,3735,938840,2010-03-31 00:00:00
FIRSTBANK OF AURORA,AURORA,CO,24200,939155,2010-09-30 00:00:00
MARTIN COUNTY NATIONAL BANK OF FAIRMONT  THE,FAIRMONT,MN,5145,939258,2003-09-30 00:00:00
ELKHART STATE BANK  THE,ELKHART,TX,19487,939351,2015-03-31 00:00:00
UNIONBANK/NORTHWEST,HANOVER,IL,17124,939436,2003-12-31 00:00:00
FIRST BANK,MORGANTOWN,IN,9651,939641,2004-06-30 00:00:00
PEOPLES STATE BANK  THE,MANY,LA,8801,939753,2012-09-30 00:00:00
ANCHOR BANK FARMINGTON  NATIONAL ASSOCIATION,FARMINGTON,MN,5147,939959,2008-09-30 00:00:00
NORMANDY BANK,NORTHWOODS,MO,1063,940955,2006-03-31 00:00:00
HENRY STATE BANK,HENRY,IL,8494,941233,2017-03-31 00:00:00
CITIZENS BANK OF NORBORNE,NORBORNE,MO,9802,941457,2008-09-30 00:00:00
UNION BANK OF CHANDLER,CHANDLER,OK,4057,941952,2010-09-30 00:00:00
FARMERS BANK,ANTONIA,MO,19435,942043,2003-03-31 00:00:00
SECURITY STATE BANK OF FERGUS FALLS,FERGUS FALLS,MN,17733,942258,2021-03-31 00:00:00
CHARTER NATIONAL BANK AND TRUST,HOFFMAN ESTATES,IL,23187,942838,2011-12-31 00:00:00
EVERGREENBANK,SEATTLE,WA,20501,942874,2009-12-31 00:00:00
FIRST NATIONAL BANK OF MCCLUSKY  THE,MCCLUSKY,ND,3947,942959,2015-03-31 00:00:00
FIRSTBANK OF AVON,AVON,CO,23568,943059,2010-09-30 00:00:00
NORTHERN TRUST BANK  NATIONAL ASSOCIATION,PHOENIX,AZ,24743,943068,2006-09-30 00:00:00
FIRST BANK OF WEST TEXAS,COAHOMA,TX,18411,943255,2009-03-31 00:00:00
BANK OF COMMERCE,CHOUTEAU,OK,19829,944551,2021-09-30 00:00:00
FIRST STATE BANK OF ROUND LAKE,ROUND LAKE BEACH,IL,16884,944841,2005-09-30 00:00:00
SCHUYLER STATE BANK,RUSHVILLE,IL,19710,945343,2013-09-30 00:00:00
BYRON CENTER STATE BANK,BYRON CENTER,MI,11405,945941,2010-06-30 00:00:00
MULESHOE STATE BANK,MULESHOE,TX,11939,945969,2017-03-31 00:00:00
BEVERLY CO-OPERATIVE BANK,BEVERLY,MA,26601,946171,2019-09-30 00:00:00
FIRST BANK OF MULESHOE,MULESHOE,TX,17474,946461,2020-12-31 00:00:00
CONTINENTAL COMMUNITY BANK AND TRUST COMPANY,AURORA,IL,17292,946948,2004-06-30 00:00:00
FIRST STATE BANK,WAUKOMIS,OK,15694,947150,2014-12-31 00:00:00
ATHENS FIRST BANK & TRUST COMPANY,ATHENS,GA,28225,947178,2010-03-31 00:00:00
BANK OF TRUMANN,TRUMANN,AR,11244,947543,2010-03-31 00:00:00
PEOPLES COMMUNITY BANK,MONTROSS,VA,829,947628,2019-12-31 00:00:00
CITIZENS STATE BANK - MIDWEST,CAVALIER,ND,15333,947655,2019-12-31 00:00:00
FIRST COMMUNITY BANK,POPLAR BLUFF,MO,16207,947842,2015-12-31 00:00:00
OSSIAN STATE BANK,OSSIAN,IN,1837,948643,2021-03-31 00:00:00
UNION NATIONAL BANK,ANITA,IA,26246,948942,2004-03-31 00:00:00
RURAL AMERICAN BANK - HECTOR/FAIRFAX,HECTOR,MN,10562,948951,2006-06-30 00:00:00
FIRST NATIONAL BANK OF DAVIS  THE,DAVIS,OK,4077,949257,2010-12-31 00:00:00
MILLBURY SAVINGS BANK,MILLBURY,MA,21920,949305,2019-09-30 00:00:00
COMANCHE NATIONAL BANK  THE,COMANCHE,TX,3145,949556,2018-09-30 00:00:00
PEOPLES BANK AND TRUST,PARSHALL,ND,8382,949752,2007-12-31 00:00:00
CITIZENS BANK OF BLYTHEDALE,BLYTHEDALE,MO,1648,949949,2012-09-30 00:00:00
BANK OF NAVASOTA  NATIONAL ASSOCIATION  THE,NAVASOTA,TX,24495,950365,2007-06-30 00:00:00
KENT BANK,KENT,IL,12704,950936,2014-09-30 00:00:00
HOWARD SAVINGS BANK,GLENVIEW,IL,30919,951371,2004-09-30 00:00:00
BANK OF LEES SUMMIT,LEES SUMMIT,MO,8886,951456,2016-12-31 00:00:00
STATE BANK OF WEST FARGO,WEST FARGO,ND,19037,952051,2003-06-30 00:00:00
BREMER BANK  NATIONAL ASSOCIATION,INTERNATIONAL FALLS,MN,9343,952453,2014-09-30 00:00:00
FIRST NATIONAL BANK OF PORTLAND  THE,PORTLAND,IN,4371,952547,2007-03-31 00:00:00
KASSON STATE BANK,KASSON,MN,15329,953357,2015-06-30 00:00:00
DELTA BANK  THE,COOPER,TX,3150,953450,2007-03-31 00:00:00
FARLEY STATE BANK,PARKVILLE,MO,19881,953955,2008-09-30 00:00:00
FIRST BANK OF MISSOURI,GLADSTONE,MO,18815,954457,2016-12-31 00:00:00
MERCHANTS BANK  NATIONAL ASSOCIATION,LA CRESCENT,MN,10181,954550,2008-03-31 00:00:00
FIRST STATE BANK  LAKE LILLIAN  MINNESOTA,LAKE LILLIAN,MN,1404,955052,2005-09-30 00:00:00
SOUTHEAST NATIONAL BANK,DAVENPORT,IA,35109,955548,2023-09-30 00:00:00
CORNERSTONE BANK,STAMFORD,CT,26006,955605,2005-12-31 00:00:00
NATIONAL BANK OF NORTH EAST  THE,NORTH EAST,PA,7938,955623,2005-09-30 00:00:00
SUN SECURITY BANK OF AMERICA,ELLINGTON,MO,10600,955856,2003-12-31 00:00:00
STEBBINS NATIONAL BANK,CRESTON,OH,17338,956611,2004-03-31 00:00:00
STRATFORD STATE BANK,STRATFORD,WI,15174,957047,2017-03-31 00:00:00
FARMERS BANK OF GOWER  THE,GOWER,MO,8262,957056,2009-06-30 00:00:00
MINNWEST BANK LUVERNE,LUVERNE,MN,8224,957159,2014-03-31 00:00:00
PEOPLES STATE BANK OF MADISON LAKE,MADISON LAKE,MN,1923,957551,2015-12-31 00:00:00
UNITED PRAIRIE BANK - MADISON,MADISON,MN,10580,958053,2006-03-31 00:00:00
SECURITY STATE BANK OF MAPLE LAKE (INCORPORATED),MAPLE LAKE,MN,1924,959256,2007-12-31 00:00:00
BREMER BANK  NATIONAL ASSOCIATION,MARSHALL,MN,15293,959658,2005-09-30 00:00:00
TEXAS SAVINGS BANK  STATE SAVINGS BANK,SNYDER,TX,30951,959779,2014-09-30 00:00:00
PARK BANK,PARKVILLE,MO,17139,959854,2007-09-30 00:00:00
SUPERIOR NATIONAL BANK,SUPERIOR,WI,6192,960159,2012-06-30 00:00:00
NATIONAL BANK OF TENNESSEE,NEWPORT,TN,17847,960430,2016-03-31 00:00:00
CITIZENS STATE BANK OF TAYLOR COUNTY  THE,REYNOLDS,GA,884,960533,2019-09-30 00:00:00
GREAT EASTERN BANK,FLUSHING,NY,26673,960609,2006-03-31 00:00:00
BARDWELL DEPOSIT BANK,BARDWELL,KY,8124,960748,2006-09-30 00:00:00
FIRSTBANK,MOUNT PLEASANT,MI,1597,960841,2014-03-31 00:00:00
NORTH AMERICAN BANK AND TRUST COMPANY  THE,WATERBURY,CT,22586,962108,2003-09-30 00:00:00
TIMBERWOOD BANK,WABENO,WI,15158,962256,2020-03-31 00:00:00
BORREGO SPRINGS BANK  NATIONAL ASSOCIATION,LA MESA,CA,24080,962265,2012-12-31 00:00:00
VALLEY NATIONAL BANK,ESPANOLA,NM,19245,962854,2014-12-31 00:00:00
CHEMICAL BANK SHORELINE,BENTON HARBOR,MI,11394,963543,2005-12-31 00:00:00
MERCHANTS AND FARMERS BANK OF SALISBURY  THE,SALISBURY,MO,8259,963954,2022-09-30 00:00:00
SIGNATURE BANK,BAD AXE,MI,10936,964344,2014-12-31 00:00:00
JOHN O MELBY & CO. BANK,WHITEHALL,WI,14945,964353,2013-12-31 00:00:00
LAYTON STATE BANK,MILWAUKEE,WI,6191,964643,2016-09-30 00:00:00
BOSTON PRIVATE BANK & TRUST COMPANY,BOSTON,MA,24811,964700,2021-06-30 00:00:00
EXCHANGE BANK OF SOUTH CAROLINA  INC.  THE,KINGSTREE,SC,15077,965220,2011-06-30 00:00:00
WILTON BANK  THE,WILTON,CT,26948,965800,2013-09-30 00:00:00
ALBION NATIONAL BANK  THE,ALBION,NE,5372,965855,2005-09-30 00:00:00
FIRST NATIONAL BANK OF MT. PULASKI  THE,MOUNT PULASKI,IL,3715,966245,2007-12-31 00:00:00
COUPLAND STATE BANK OF COUPLAND  THE,COUPLAND,TX,17711,966254,2008-12-31 00:00:00
SIMMONS FIRST BANK OF SEARCY,SEARCY,AR,12696,966348,2014-03-31 00:00:00
FIRST NATIONAL BANK OF AINSWORTH  THE,AINSWORTH,NE,5370,966357,2006-12-31 00:00:00
BANK OF COMMERCE  WETUMKA  OKLAHOMA  THE,WETUMKA,OK,10675,966656,2008-06-30 00:00:00
FULTON COUNTY NATIONAL BANK AND TRUST COMPANY  THE,MCCONNELLSBURG,PA,7605,966919,2006-06-30 00:00:00
FIRST UNITED BANK,MIDDLETOWN,IN,202,966946,2005-12-31 00:00:00
FIRST NATIONAL BANK OF MCCONNELLSBURG  THE,MCCONNELLSBURG,PA,7604,967411,2006-06-30 00:00:00
GEORGE WASHINGTON SAVINGS BANK,OAK LAWN,IL,29952,967877,2009-12-31 00:00:00
BANK OF PRESCOTT,PRESCOTT,AR,101,967943,2019-09-30 00:00:00
CROSBY STATE BANK,CROSBY,TX,1492,968351,2009-09-30 00:00:00
MIDWEST BANK AND TRUST COMPANY,ELMWOOD PARK,IL,18117,968436,2010-03-31 00:00:00
UNION STATE BANK OF FARGO,FARGO,ND,20776,968557,2020-09-30 00:00:00
BANK OF TOKYO-MITSUBISHI TRUST COMPANY,NEW YORK,NY,19553,968605,2011-12-31 00:00:00
LINCOLN STATE BANK,MILWAUKEE,WI,13028,969349,2008-06-30 00:00:00
HIGHLANDS UNION BANK,ABINGDON,VA,26191,969424,2019-09-30 00:00:00
BRANCH BANKING AND TRUST COMPANY OF VIRGINIA,RICHMOND,VA,22584,969723,2006-09-30 00:00:00
SSBBANK,STOCKBRIDGE,MI,5893,969741,2018-06-30 00:00:00
CASTALIA BANKING COMPANY  THE,CASTALIA,OH,11093,969817,2002-12-31 00:00:00
GREATBANK A NATIONAL ASSOCIATION,EVANSTON,IL,922,970233,2006-12-31 00:00:00
CLEVELAND COMMUNITY BANK  S.S.B.,CLEVELAND,MS,27995,971472,2008-09-30 00:00:00
TRANSATLANTIC BANK,MIAMI,FL,25580,972237,2010-06-30 00:00:00
FIRST STATE BANK,ITALY,TX,3272,972956,2005-09-30 00:00:00
BANK OF HILLSBORO,HILLSBORO,MO,15821,973056,2018-06-30 00:00:00
DELTA SOUTHERN BANK,RULEVILLE,MS,328,973140,2009-09-30 00:00:00
HCSB  A STATE BANKING ASSOCIATION,PLAINVIEW,TX,14562,973364,2020-06-30 00:00:00
CITIZENS NATIONAL BANK OF CHILLICOTHE  THE,CHILLICOTHE,OH,6547,974213,2012-12-31 00:00:00
RURAL AMERICAN BANK FOLEY,FOLEY,MN,10209,974259,2005-12-31 00:00:00
INTERSTATE BANK,OAK FOREST,IL,20203,974343,2009-06-30 00:00:00
FIRST REGIONAL BANK,LOS ANGELES,CA,23011,974866,2009-12-31 00:00:00
FIRST NATIONAL BANK OF JASPER,JASPER,TX,18150,975555,2023-09-30 00:00:00
CLEARFIELD BANK AND TRUST COMPANY  THE,CLEARFIELD,PA,11116,975911,2017-09-30 00:00:00
EAGLE BANK,JARRELL,TX,11142,976057,2011-06-30 00:00:00
FAUQUIER BANK  THE,WARRENTON,VA,6923,976226,2021-03-31 00:00:00
FIRST STATE BANK,HAWARDEN,IA,13680,976347,2017-06-30 00:00:00
BANK OF BOLIVAR COUNTY  THE,SHELBY,MS,15806,976842,2014-09-30 00:00:00
FARMER CITY STATE BANK,FARMER CITY,IL,15855,977036,2012-06-30 00:00:00
HEDRICK SAVINGS BANK,OTTUMWA,IA,14973,977942,2011-09-30 00:00:00
NORTHWESTERN STATE BANK OF HALLOCK,HALLOCK,MN,16133,978051,2009-12-31 00:00:00
STERLING BANK,HOUSTON,TX,21726,978154,2011-06-30 00:00:00
FIRST NATIONAL BANK IN WEST UNION,WEST UNION,WV,10045,978239,2019-12-31 00:00:00
RAPPAHANNOCK NATIONAL BANK  THE,WASHINGTON,VA,6925,978323,2010-09-30 00:00:00
COMMUNITY BANK OF ARIZONA  NATIONAL ASSOCIATION,WICKENBURG,AZ,22644,978369,2015-03-31 00:00:00
FIRST CITY BANK,COLUMBUS,OH,741,978417,2022-09-30 00:00:00
CARSON NATIONAL BANK OF AUBURN  THE,AUBURN,NE,5379,978659,2015-09-30 00:00:00
INDIANA LAWRENCE BANK,NORTH MANCHESTER,IN,13118,978846,2004-06-30 00:00:00
BANK OF CANEYVILLE,CANEYVILLE,KY,15068,980045,2016-09-30 00:00:00
CITIZENS NATIONAL BANK,ARLINGTON,KS,4620,980157,2010-09-30 00:00:00
BANK OF PALATINE,PALATINE,IL,21971,980344,2014-06-30 00:00:00
NORTHERN TRUST BANK OF TEXAS N.A.,DALLAS,TX,26436,980353,2006-06-30 00:00:00
ADEL BANKING COMPANY,ADEL,GA,5682,980634,2005-09-30 00:00:00
BANK OF KIMBERLING CITY,KIMBERLING CITY,MO,21120,980652,2004-06-30 00:00:00
FORTRESS BANK  NATIONAL ASSOCIATION,HOUSTON,MN,12188,981855,2007-03-31 00:00:00
WESTERN BANK  GALLUP,GALLUP,NM,21467,982151,2004-12-31 00:00:00
SANTA LUCIA BANK,ATASCADERO,CA,26418,982263,2011-09-30 00:00:00
MONTGOMERY COUNTY BANK,AILEY,GA,19498,982731,2012-06-30 00:00:00
SEVIER COUNTY BANK,SEVIERVILLE,TN,10318,982937,2021-06-30 00:00:00
KAPLAN STATE BANK,KAPLAN,LA,8143,983130,2017-12-31 00:00:00
PEOPLES SECURITY BANK,LOUISA,KY,9679,983215,2014-09-30 00:00:00
M&I MARSHALL & ILSLEY BANK,MILWAUKEE,WI,1020,983448,2011-06-30 00:00:00
BANK OF AMERICAN FORK,AMERICAN FORK,UT,12773,984379,2021-09-30 00:00:00
TEXAS COMMUNITY BANK & TRUST  N.A.,DALLAS,TX,25296,984557,2005-12-31 00:00:00
FARMERS AND MERCHANTS BANK,AXTELL,NE,17444,984650,2022-09-30 00:00:00
BANK OF LECOMPTE,LECOMPTE,LA,9318,984735,2003-09-30 00:00:00
WELLS FARGO BANK ILLINOIS  NATIONAL ASSOCIATION,GALESBURG,IL,3667,985134,2003-12-31 00:00:00
STATE BANK OF KANSAS,FREDONIA,KS,10508,985554,2018-03-31 00:00:00
PLANTERS BANK AND TRUST COMPANY OF VIRGINIA,STAUNTON,VA,20786,985620,2008-03-31 00:00:00
FIRST SECURITY BANK LAKE BENTON,LAKE BENTON,MN,10986,985657,2011-03-31 00:00:00
BRECKINRIDGE BANK,CLOVERPORT,KY,11357,985844,2004-12-31 00:00:00
PRAIRIE STATE BANK  THE,AUGUSTA,KS,12599,985956,2006-09-30 00:00:00
COMMUNITY BANK OF GALESBURG,GALESBURG,IL,19734,986739,2008-09-30 00:00:00
DACOTAH BANK - VALLEY CITY,VALLEY CITY,ND,8945,986850,2005-03-31 00:00:00
LAKE AREA BANK,LINDSTROM,MN,1390,987053,2022-09-30 00:00:00
RAMSEY NATIONAL BANK AND TRUST COMPANY OF DEVILS LAKE  THE,DEVILS LAKE,ND,3914,987352,2022-06-30 00:00:00
PATRICK HENRY NATIONAL BANK,BASSETT,VA,22359,988229,2006-09-30 00:00:00
JACKSONVILLE SAVINGS BANK  SSB,JACKSONVILLE,TX,28066,988470,2003-09-30 00:00:00
FARMERS STATE BANK OF MADELIA  INCORPORATED,MADELIA,MN,10566,988658,2013-09-30 00:00:00
FIRST NATIONAL BANK OF WYNNE  THE,WYNNE,AR,3897,988845,2019-09-30 00:00:00
FARMERS STATE BANK,ELGIN,ND,11514,988957,2005-12-31 00:00:00
COMERICA BANK-TEXAS,DALLAS,TX,1493,989253,2003-03-31 00:00:00
FIRST STATE BANK,BEAVER CITY,NE,12636,989356,2010-12-31 00:00:00
BANK OF RINGGOLD,RINGGOLD,LA,1377,989655,2015-12-31 00:00:00
HIGHLAND LAKES BANK,KINGSLAND,TX,18717,990156,2003-03-31 00:00:00
NATIONAL BANK OF PETERSBURG,PETERSBURG,IL,16718,991041,2018-09-30 00:00:00
NAZARETH NATIONAL BANK AND TRUST COMPANY,NAZARETH,PA,7645,991715,2003-09-30 00:00:00
FRONTIER BANK,HADDAM,KS,15110,992057,2012-06-30 00:00:00
